RegioNaam;RegioCode;Amsterdamsecode;Partij;AantalZetels
Nijkerk;G0267;10446;PROgressief 21 (D66, Groen Links, PvdA);5
Nijkerk;G0267;10446;De Lokale Partij;4
Nijkerk;G0267;10446;VVD;4
Nijmegen;G0268;11209;GROENLINKS;11
Nijmegen;G0268;11209;Democraten 66 (D66);6
Nijmegen;G0268;11209;SP (Socialistische Partij);5
Nijmegen;G0268;11209;VVD;4
Nijmegen;G0268;11209;Partij van de Arbeid (P.v.d.A.);3
Nijmegen;G0268;11209;Stadspartij De Nijmeegse Fractie (DNF);3
Nijmegen;G0268;11209;CDA;2
Nijmegen;G0268;11209;Partij voor de Dieren;2
Nijmegen;G0268;11209;50PLUS;1
Nijmegen;G0268;11209;Gewoon Nijmegen;1
Nijmegen;G0268;11209;VoorNijmegen.NU;1
Nijmegen;G0268;11209;Blanco lijst 9;
Nijmegen;G0268;11209;ChristenUnie;
Nijmegen;G0268;11209;OPA;
Nissewaard;G1930;10735;ONS;14
Nissewaard;G1930;10735;Partij van de Arbeid (P.v.d.A.);6
Nissewaard;G1930;10735;PVV (Partij voor de Vrijheid);5
Nissewaard;G1930;10735;Nissewaard Lokaal;4
Nissewaard;G1930;10735;VVD;3
Nissewaard;G1930;10735;CDA;2
Nissewaard;G1930;10735;ChristenUnie-SGP;1
Nissewaard;G1930;10735;Democraten 66 (D66);1
Nissewaard;G1930;10735;Lokaal Onafhankelijk Bernisse (LOB);1
Nissewaard;G1930;10735;Forza! Nissewaard;
Nissewaard;G1930;10735;Trots op Nederland (TROTS);
Noord-Beveland;G1695;10250;Noord-Bevelands Belang;4
Noord-Beveland;G1695;10250;CDA;2
Noord-Beveland;G1695;10250;Staatkundig Gereformeerde Partij (SGP);2
Noord-Beveland;G1695;10250;VVD;2
Noord-Beveland;G1695;10250;BEN;1
Noord-Beveland;G1695;10250;Democraten 66 (D66);1
Noord-Beveland;G1695;10250;Partij van de Arbeid (P.v.d.A.);1
Noordenveld;G1699;10699;Kiesvereniging Gemeentebelangen Noordenveld;9
Noordenveld;G1699;10699;Lijst Groen Noordenveld (LGN);3
Noordenveld;G1699;10699;Partij van de Arbeid (P.v.d.A.);3
Noordenveld;G1699;10699;CDA;2
Noordenveld;G1699;10699;GROENLINKS;2
Noordenveld;G1699;10699;VVD;2
Noordenveld;G1699;10699;ChristenUnie;1
Noordenveld;G1699;10699;Democraten 66 (D66);1
Noordoostpolder;G0171;10144;CDA;6
Noordoostpolder;G0171;10144;ChristenUnie-SGP;5
Noordoostpolder;G0171;10144;Politieke Unie (P.U.);4
Noordoostpolder;G0171;10144;VVD;4
Noordoostpolder;G0171;10144;ONS Noordoostpolder;3
Noordoostpolder;G0171;10144;GROENLINKS;2
Noordoostpolder;G0171;10144;Partij van de Arbeid (P.v.d.A.);2
Noordoostpolder;G0171;10144;SP (Socialistische Partij);2
Noordoostpolder;G0171;10144;Democraten 66 (D66);1
Noordoostpolder;G0171;10144;JEZUS LEEFT;
Noordoostpolder;G0171;10144;Partij van vrije Poldermensen (PvvP);
Nuenen, Gerwen en Nederwetten;G0820;10761;W70 Nuenen Gerwen Nederwetten Eeneind;6
Nuenen, Gerwen en Nederwetten;G0820;10761;VVD;3
Nuenen, Gerwen en Nederwetten;G0820;10761;CDA;2
Nuenen, Gerwen en Nederwetten;G0820;10761;Democraten 66 (D66);2
Nuenen, Gerwen en Nederwetten;G0820;10761;GROENLINKS;2
Nuenen, Gerwen en Nederwetten;G0820;10761;Partij van de Arbeid (P.v.d.A.);2
Nuenen, Gerwen en Nederwetten;G0820;10761;Combinatie Nuenen c.a.;1
Nuenen, Gerwen en Nederwetten;G0820;10761;SP (Socialistische Partij);1
Nuenen, Gerwen en Nederwetten;G0820;10761;Lijst Pijs;
Nuenen, Gerwen en Nederwetten;G0820;10761;Nuenens Belang;
Nunspeet;G0302;10512;Staatkundig Gereformeerde Partij (SGP);7
Nunspeet;G0302;10512;Gemeentebelang;6
Nunspeet;G0302;10512;ChristenUnie;4
Nunspeet;G0302;10512;CDA;2
Nunspeet;G0302;10512;PvdA / GROENLINKS;1
Nunspeet;G0302;10512;VVD;1
Nunspeet;G0302;10512;Algemeen Belang Nunspeet (ABN);
Nunspeet;G0302;10512;DePartij;
Oegstgeest;G0579;10287;VVD;5
Oegstgeest;G0579;10287;CDA;4
Oegstgeest;G0579;10287;Progressief Oegstgeest;4
Oegstgeest;G0579;10287;Democraten 66 (D66);3
Oegstgeest;G0579;10287;Hart voor Oegstgeest;2
Oegstgeest;G0579;10287;Lokaal Oegstgeest;1
Oirschot;G0823;10225;CDA;4
Oirschot;G0823;10225;De Gewone Man;4
Oirschot;G0823;10225;Dorpsvisie;3
Oirschot;G0823;10225;Sociaal Progressief Oirschot;3
Oirschot;G0823;10225;VVD;2
Oirschot;G0823;10225;Democraten 66 (D66);1
Oisterwijk;G0824;10103;Partij Gemeente Belangen;6
Oisterwijk;G0824;10103;PrO (GroenLinks-PvdA-D66);5
Oisterwijk;G0824;10103;Algemeen Belang;4
Oisterwijk;G0824;10103;VVD;4
Oisterwijk;G0824;10103;CDA;2
Oldambt;G1895;10453;Partij van de Arbeid (P.v.d.A.);4
Oldambt;G1895;10453;SP (Socialistische Partij);4
Oldambt;G1895;10453;Gemeentebelangen Oldambt;3
Oldambt;G1895;10453;Partij voor het Noorden;3
Oldambt;G1895;10453;Verenigde Communistische Partij (VCP);3
Oldambt;G1895;10453;VVD;3
Oldambt;G1895;10453;CDA;2
Oldambt;G1895;10453;ChristenUnie;1
Oldambt;G1895;10453;Democraten 66 (D66);1
Oldambt;G1895;10453;Oldambt Aktief;1
Oldambt;G1895;10453;Burgerbelangen Oldambt;
Oldambt;G1895;10453;GROEP HOP;
Oldebroek;G0269;11106;ChristenUnie;7
Oldebroek;G0269;11106;Staatkundig Gereformeerde Partij (SGP);4
Oldebroek;G0269;11106;Algemeen Belang Oldebroek (A.B.O.);3
Oldebroek;G0269;11106;CDA;3
Oldebroek;G0269;11106;Partij van de Arbeid (P.v.d.A.);1
Oldebroek;G0269;11106;VVD;1
Oldebroek;G0269;11106;Democraten 66 (D66);
Oldenzaal;G0173;11100;Werknemersgroepering;7
Oldenzaal;G0173;11100;CDA;5
Oldenzaal;G0173;11100;VVD;5
Oldenzaal;G0173;11100;GROENLINKS;3
Oldenzaal;G0173;11100;Partij van de Arbeid (P.v.d.A.);2
Oldenzaal;G0173;11100;Democraten 66 (D66);1
Olst-Wijhe;G1773;10409;CDA;4
Olst-Wijhe;G1773;10409;Gemeentebelangen Olst-Wijhe;4
Olst-Wijhe;G1773;10409;VVD;3
Olst-Wijhe;G1773;10409;Democraten 66 (D66);2
Olst-Wijhe;G1773;10409;GROENLINKS;2
Olst-Wijhe;G1773;10409;Partij van de Arbeid (P.v.d.A.);2
Ommen;G0175;11069;CDA;4
Ommen;G0175;11069;Lokale Partij Ommen;4
Ommen;G0175;11069;ChristenUnie;3
Ommen;G0175;11069;Volkspartij Ommen Vooruit (VOV);2
Ommen;G0175;11069;VVD;2
Ommen;G0175;11069;Democraten 66 (D66);1
Ommen;G0175;11069;Partij van de Arbeid (P.v.d.A.);1
Oost Gelre;G1586;11094;CDA;7
Oost Gelre;G1586;11094;OOG;5
Oost Gelre;G1586;11094;VVD;5
Oost Gelre;G1586;11094;Partij van de Arbeid (P.v.d.A.);2
Oost Gelre;G1586;11094;Democraten 66 (D66);1
Oost Gelre;G1586;11094;Nieuwe Liberalen OG;1
Oosterhout;G0826;11280;Gemeentebelangen Oosterhout;10
Oosterhout;G0826;11280;VVD;6
Oosterhout;G0826;11280;GROENLINKS;5
Oosterhout;G0826;11280;CDA;3
Oosterhout;G0826;11280;Gezond Burger Verstand;3
Oosterhout;G0826;11280;Democraten 66 (D66);2
Oosterhout;G0826;11280;Groen Brabant;1
Oosterhout;G0826;11280;Partij van de Arbeid (P.v.d.A.);1
Oosterhout;G0826;11280;Lokaal Sociaal;
Oosterhout;G0826;11280;Oosterhout Samen;
Ooststellingwerf;G0085;10836;OoststellingwerfsBelang;7
Ooststellingwerf;G0085;10836;CDA;3
Ooststellingwerf;G0085;10836;Partij van de Arbeid (P.v.d.A.);3
Ooststellingwerf;G0085;10836;VVD;3
Ooststellingwerf;G0085;10836;GROENLINKS;2
Ooststellingwerf;G0085;10836;ChristenUnie;1
Ooststellingwerf;G0085;10836;Democraten 66 (D66);1
Ooststellingwerf;G0085;10836;StellingwerfPlus;1
Oostzaan;G0431;11303;VVD;5
Oostzaan;G0431;11303;GROENLINKS;4
Oostzaan;G0431;11303;CDA;2
Oostzaan;G0431;11303;Democraten 66 (D66);1
Oostzaan;G0431;11303;Partij van de Arbeid (P.v.d.A.);1
Opmeer;G0432;10609;CDA;5
Opmeer;G0432;10609;Gemeentebelangen Opmeer;4
Opmeer;G0432;10609;DOOR SAMENWERKING VOORUIT (DSV);3
Opmeer;G0432;10609;VVD;2
Opmeer;G0432;10609;Partij van de Arbeid (P.v.d.A.);1
Opsterland;G0086;10005;Opsterlands Belang;6
Opsterland;G0086;10005;CDA;3
Opsterland;G0086;10005;Partij van de Arbeid (P.v.d.A.);3
Opsterland;G0086;10005;ChristenUnie;2
Opsterland;G0086;10005;GROENLINKS-OpsterLanders;2
Opsterland;G0086;10005;VVD;2
Opsterland;G0086;10005;BAS;1
Opsterland;G0086;10005;Democraten 66 (D66);1
Opsterland;G0086;10005;FNP;1
Oss;G0828;10834;SP (Socialistische Partij);11
Oss;G0828;10834;Voor De Gemeenschap (V.D.G.);10
Oss;G0828;10834;CDA;4
Oss;G0828;10834;VVD;4
Oss;G0828;10834;Beter Oss;3
Oss;G0828;10834;Democraten 66 (D66);2
Oss;G0828;10834;GROENLINKS;2
Oss;G0828;10834;Partij van de Arbeid (P.v.d.A.);1
Oss;G0828;10834;VZS (Verantwoordelijk voor Zelf en Samen);
Oude IJsselstreek;G1509;10260;Lokaal Belang;10
Oude IJsselstreek;G1509;10260;CDA;5
Oude IJsselstreek;G1509;10260;Partij van de Arbeid (P.v.d.A.);3
Oude IJsselstreek;G1509;10260;SP (Socialistische Partij);3
Oude IJsselstreek;G1509;10260;VVD;3
Oude IJsselstreek;G1509;10260;Democraten 66 (D66);1
Ouder-Amstel;G0437;10998;Ouder-Amstel Anders;3
Ouder-Amstel;G0437;10998;VVD;3
Ouder-Amstel;G0437;10998;CDA;2
Ouder-Amstel;G0437;10998;Democraten 66 (D66);2
Ouder-Amstel;G0437;10998;GROENLINKS;2
Ouder-Amstel;G0437;10998;Natuurlijk Belang;2
Ouder-Amstel;G0437;10998;Partij van de Arbeid (P.v.d.A.);1
Oudewater;G0589;10188;CDA;6
Oudewater;G0589;10188;VVD en D66;4
Oudewater;G0589;10188;De Onafhankelijken;3
Oudewater;G0589;10188;ChristenUnie-SGP;2
Overbetuwe;G1734;11188;CDA;9
Overbetuwe;G1734;11188;Democraten 66 (D66);4
Overbetuwe;G1734;11188;Gemeentebelangen Overbetuwe;4
Overbetuwe;G1734;11188;GROENLINKS;4
Overbetuwe;G1734;11188;VVD;3
Overbetuwe;G1734;11188;BurgerBelangen Overbetuwe;2
Overbetuwe;G1734;11188;Partij van de Arbeid (P.v.d.A.);2
Overbetuwe;G1734;11188;ChristenUnie;1
Overbetuwe;G1734;11188;Staatkundig Gereformeerde Partij (SGP);
Papendrecht;G0590;10427;PAPENDRECHTS ALGEMEEN BELANG;9
Papendrecht;G0590;10427;CDA;3
Papendrecht;G0590;10427;ChristenUnie;2
Papendrecht;G0590;10427;Democraten 66 (D66);2
Papendrecht;G0590;10427;Onafhankelijk Papendrecht;2
Papendrecht;G0590;10427;VVD;2
Papendrecht;G0590;10427;GROENLINKS;1
Papendrecht;G0590;10427;Partij van de Arbeid (P.v.d.A.);1
Papendrecht;G0590;10427;Staatkundig Gereformeerde Partij (SGP);1
Peel en Maas;G1894;10205;CDA;10
Peel en Maas;G1894;10205;Lokaal Peel en Maas;8
Peel en Maas;G1894;10205;VVD;5
Peel en Maas;G1894;10205;Partij van de Arbeid (P.v.d.A.)/GROENLINKS;3
Peel en Maas;G1894;10205;AndersNu;1
Peel en Maas;G1894;10205;Blanco lijst 6;
Pekela;G0765;10848;SP (Socialistische Partij);4
Pekela;G0765;10848;Samen Voor Pekela;3
Pekela;G0765;10848;CDA;2
Pekela;G0765;10848;Partij van de Arbeid (P.v.d.A.);2
Pekela;G0765;10848;PVV (Partij voor de Vrijheid);2
Pekela;G0765;10848;GROENLINKS;1
Pekela;G0765;10848;VVD;1
Pekela;G0765;10848;ChristenUnie;
Pijnacker-Nootdorp;G1926;10031;VVD;6
Pijnacker-Nootdorp;G1926;10031;CDA;5
Pijnacker-Nootdorp;G1926;10031;Politieke Vereniging Eerlijk Alternatief;5
Pijnacker-Nootdorp;G1926;10031;Democraten 66 (D66);4
Pijnacker-Nootdorp;G1926;10031;Progressief PN/P.v.d.A/GROENLINKS;4
Pijnacker-Nootdorp;G1926;10031;Gemeentebelangen;3
Pijnacker-Nootdorp;G1926;10031;Partij voor de Dieren;2
Pijnacker-Nootdorp;G1926;10031;ChristenUnie-SGP;1
Pijnacker-Nootdorp;G1926;10031;TPN ( Trots Pijnacker-Nootdorp );1
Pijnacker-Nootdorp;G1926;10031;LOKAAL LPN;
Purmerend;G0439;11066;STADSPARTIJ;6
Purmerend;G0439;11066;CDA;4
Purmerend;G0439;11066;Democraten 66 (D66);4
Purmerend;G0439;11066;GROENLINKS;4
Purmerend;G0439;11066;VVD;4
Purmerend;G0439;11066;Leefbaar Purmerend 2001;3
Purmerend;G0439;11066;Ouderenpartij AOV Purmerend;3
Purmerend;G0439;11066;Partij van de Arbeid (P.v.d.A.);3
Purmerend;G0439;11066;PVV (Partij voor de Vrijheid);3
Purmerend;G0439;11066;SP (Socialistische Partij);3
Purmerend;G0439;11066;Groep HOP;
Purmerend;G0439;11066;Lijst Van Damme (LVD);
Purmerend;G0439;11066;TOP;
Putten;G0273;11109;Wij Putten;5
Putten;G0273;11109;CDA;4
Putten;G0273;11109;ChristenUnie;4
Putten;G0273;11109;GEMEENTEBELANGEN;3
Putten;G0273;11109;Staatkundig Gereformeerde Partij (SGP);3
Raalte;G0177;10279;Gemeentebelangen;7
Raalte;G0177;10279;CDA;6
Raalte;G0177;10279;BurgerBelangen;4
Raalte;G0177;10279;VVD;3
Raalte;G0177;10279;Lokaal Alternatief;2
Raalte;G0177;10279;Democraten 66 (D66);1
Raalte;G0177;10279;GROENLINKS;1
Raalte;G0177;10279;Partij van de Arbeid (P.v.d.A.);1
Raalte;G0177;10279;Raalte Natuurlijk;
Raalte;G0177;10279;SP (Socialistische Partij);
Reimerswaal;G0703;10077;Staatkundig Gereformeerde Partij (SGP);7
Reimerswaal;G0703;10077;ChristenUnie;3
Reimerswaal;G0703;10077;LEEFBAAR REIMERSWAAL;3
Reimerswaal;G0703;10077;CDA;2
Reimerswaal;G0703;10077;Partij van de Arbeid (P.v.d.A.);2
Reimerswaal;G0703;10077;VVD;2
Renkum;G0274;11325;Democraten 66 (D66);4
Renkum;G0274;11325;GemeenteBelangen (GB);4
Renkum;G0274;11325;GROENLINKS;4
Renkum;G0274;11325;VVD;4
Renkum;G0274;11325;Partij Renkumse Dorpen (PRD);3
Renkum;G0274;11325;CDA;2
Renkum;G0274;11325;Partij van de Arbeid (P.v.d.A.);2
Renswoude;G0339;10269;ChristenUnie;4
Renswoude;G0339;10269;Dorpsbelang Renswoude;2
Renswoude;G0339;10269;Staatkundig Gereformeerde Partij (SGP);2
Renswoude;G0339;10269;VVD;2
Renswoude;G0339;10269;CDA;1
Reusel-De Mierden;G1667;10162;Samenwerking Reusel- de Mierden;8
Reusel-De Mierden;G1667;10162;CDA;3
Reusel-De Mierden;G1667;10162;Partij van de Arbeid (P.v.d.A.);2
Reusel-De Mierden;G1667;10162;VVD;2
Rheden;G0275;11355;VVD;5
Rheden;G0275;11355;CDA;4
Rheden;G0275;11355;Partij van de Arbeid (P.v.d.A.);4
Rheden;G0275;11355;SP (Socialistische Partij);4
Rheden;G0275;11355;Democraten 66 (D66);3
Rheden;G0275;11355;GPR Burgerbelangen;3
Rheden;G0275;11355;GROENLINKS;3
Rheden;G0275;11355;ChristenUnie;1
Rhenen;G0340;10309;Progressief Rhenen/GROENLINKS;3
Rhenen;G0340;10309;Staatkundig Gereformeerde Partij (SGP);3
Rhenen;G0340;10309;VVD;3
Rhenen;G0340;10309;ChristenUnie;2
Rhenen;G0340;10309;Democraten 66 (D66);2
Rhenen;G0340;10309;RHENENS BELANG;2
Rhenen;G0340;10309;CDA;1
Rhenen;G0340;10309;Partij van de Arbeid (P.v.d.A.);1
Rhenen;G0340;10309;TolbrugRhenen.nl;
Rhenen;G0340;10309;TROTS op Nederland voor échte Democratie;
Ridderkerk;G0597;10646;Partij 18PLUS;5
Ridderkerk;G0597;10646;Echt voor Ridderkerk (EVR);4
Ridderkerk;G0597;10646;Staatkundig Gereformeerde Partij (SGP);4
Ridderkerk;G0597;10646;CDA;3
Ridderkerk;G0597;10646;Leefbaar Ridderkerk;3
Ridderkerk;G0597;10646;Partij van de Arbeid (P.v.d.A.);3
Ridderkerk;G0597;10646;ChristenUnie;2
Ridderkerk;G0597;10646;VVD;2
Ridderkerk;G0597;10646;Burger op 1;1
Ridderkerk;G0597;10646;Democraten 66 (D66);1
Ridderkerk;G0597;10646;GROENLINKS;1
Rijssen-Holten;G1742;10358;Staatkundig Gereformeerde Partij (SGP);7
Rijssen-Holten;G1742;10358;ChristenUnie;5
Rijssen-Holten;G1742;10358;CDA;4
Rijssen-Holten;G1742;10358;Gemeentebelang Rijssen-Holten;4
Rijssen-Holten;G1742;10358;VVD;3
Rijssen-Holten;G1742;10358;Democraten 66 (D66);1
Rijssen-Holten;G1742;10358;Partij van de Arbeid (P.v.d.A.);1
Rijssen-Holten;G1742;10358;GROENLINKS;
Rijswijk;G0603;11133;BETER VOOR RIJSWIJK;5
Rijswijk;G0603;11133;GROENLINKS;5
Rijswijk;G0603;11133;Democraten 66 (D66);4
Rijswijk;G0603;11133;VVD;4
Rijswijk;G0603;11133;CDA;3
Rijswijk;G0603;11133;WIJ.;3
Rijswijk;G0603;11133;Gemeentebelangen Rijswijk (GR);2
Rijswijk;G0603;11133;Partij van de Arbeid (P.v.d.A.);2
Rijswijk;G0603;11133;RijswijksBelang;2
Rijswijk;G0603;11133;Onafhankelijk Rijswijk;1
Rijswijk;G0603;11133;LP;
Rijswijk;G0603;11133;Partij Sociaal Cultureel Centrum (PSCC);
Roerdalen;G1669;10196;Roerstreek Lokaal!;6
Roerdalen;G1669;10196;CDA;5
Roerdalen;G1669;10196;Democraten Roerdalen;3
Roerdalen;G1669;10196;Ons Roerdalen;2
Roerdalen;G1669;10196;Partij van de Arbeid (P.v.d.A.);2
Roerdalen;G1669;10196;VVD;1
Roermond;G0957;11313;LVR (Liberale Volkspartij Roermond);9
Roermond;G0957;11313;GROENLINKS;7
Roermond;G0957;11313;CDA;5
Roermond;G0957;11313;Demokraten Swalmen (DS);3
Roermond;G0957;11313;Democraten 66 (D66);2
Roermond;G0957;11313;VVD;2
Roermond;G0957;11313;DENK;1
Roermond;G0957;11313;SP (Socialistische Partij);1
Roermond;G0957;11313;Stadspartij Roermond;1
Roermond;G0957;11313;Blanco lijst 10;
Roermond;G0957;11313;Partij van de Arbeid (P.v.d.A.);
Roermond;G0957;11313;Partij voor Leefbaarheid en Democratie;
Roosendaal;G1674;10407;Roosendaalse Lijst;8
Roosendaal;G1674;10407;VRIJE LIBERALE PARTIJ (V.L.P.);6
Roosendaal;G1674;10407;VVD;5
Roosendaal;G1674;10407;CDA;4
Roosendaal;G1674;10407;GROENLINKS;3
Roosendaal;G1674;10407;SP (Socialistische Partij);3
Roosendaal;G1674;10407;Democraten 66 (D66);2
Roosendaal;G1674;10407;Partij van de Arbeid (P.v.d.A.);2
Roosendaal;G1674;10407;ChristenUnie;1
Roosendaal;G1674;10407;Nieuwe Democraten (ND);1
Roosendaal;G1674;10407;Pleijdooi Voor Cultuur (PVC);
Rotterdam;G0599;10345;Leefbaar Rotterdam;11
Rotterdam;G0599;10345;Democraten 66 (D66);5
Rotterdam;G0599;10345;GROENLINKS;5
Rotterdam;G0599;10345;Partij van de Arbeid (P.v.d.A.);5
Rotterdam;G0599;10345;VVD;5
Rotterdam;G0599;10345;DENK;4
Rotterdam;G0599;10345;CDA;2
Rotterdam;G0599;10345;NIDA Rotterdam;2
Rotterdam;G0599;10345;SP (Socialistische Partij);2
Rotterdam;G0599;10345;50PLUS;1
Rotterdam;G0599;10345;ChristenUnie-SGP;1
Rotterdam;G0599;10345;Partij voor de Dieren;1
Rotterdam;G0599;10345;PVV (Partij voor de Vrijheid);1
Rotterdam;G0599;10345;Beweging Armoedebestrijding Rotterdam;
Rotterdam;G0599;10345;De Broederschapspartij;
Rotterdam;G0599;10345;De Nieuwe Rotterdamsche Partij (NRP);
Rotterdam;G0599;10345;JEZUS LEEFT;
Rotterdam;G0599;10345;Jong Rotterdam;
Rotterdam;G0599;10345;Stadsinitiatief Rotterdam;
Rotterdam;G0599;10345;U-Buntu Connected Front (UCF);
Rozendaal;G0277;10684;Belangengemeenschap Rozendaal;3
Rozendaal;G0277;10684;Progressief Akkoord Rozendaal;3
Rozendaal;G0277;10684;Rosendael '74;3
Rucphen;G0840;11152;RUCPHENSE VOLKSPARTIJ (RVP);6
Rucphen;G0840;11152;VVD;5
Rucphen;G0840;11152;PVV (Partij voor de Vrijheid);4
Rucphen;G0840;11152;CDA;2
Rucphen;G0840;11152;Democraten 66 (D66);1
Rucphen;G0840;11152;Partij van de Arbeid (P.v.d.A.);1
Schagen;G0441;10511;CDA;10
Schagen;G0441;10511;Seniorenpartij Schagen;4
Schagen;G0441;10511;VVD;4
Schagen;G0441;10511;JESS;3
Schagen;G0441;10511;Partij van de Arbeid (P.v.d.A.);3
Schagen;G0441;10511;Democraten 66 (D66);1
Schagen;G0441;10511;Duurzaam Schagen;1
Schagen;G0441;10511;GROENLINKS;1
Schagen;G0441;10511;SP (Socialistische Partij);1
Schagen;G0441;10511;Wens4U (wij en Schagen voor u);1
Scherpenzeel;G0279;11146;GemeenteBelangen Scherpenzeel;5
Scherpenzeel;G0279;11146;Staatkundig Gereformeerde Partij (SGP);3
Scherpenzeel;G0279;11146;CDA;2
Scherpenzeel;G0279;11146;ChristenUnie;2
Scherpenzeel;G0279;11146;PRO Scherpenzeel;1
Schiedam;G0606;11260;VVD;6
Schiedam;G0606;11260;Algemeen Ouderen Verbond;4
Schiedam;G0606;11260;Democraten 66 (D66);4
Schiedam;G0606;11260;DENK;4
Schiedam;G0606;11260;GROENLINKS;3
Schiedam;G0606;11260;CDA;2
Schiedam;G0606;11260;Lokaal Onafhankelijk Schiedam (L.O.S.);2
Schiedam;G0606;11260;OuderenPartij Schiedam;2
Schiedam;G0606;11260;Partij van de Arbeid (P.v.d.A.);2
Schiedam;G0606;11260;PS Progressief Schiedam;2
Schiedam;G0606;11260;SP (Socialistische Partij);2
Schiedam;G0606;11260;ChristenUnie-SGP;1
Schiedam;G0606;11260;Sociaal Liberaal Verbond (S.L.V.);1
Schiermonnikoog;G0088;10355;Samen voor Schiermonnikoog (SAMEN);4
Schiermonnikoog;G0088;10355;Ons Belang;3
Schiermonnikoog;G0088;10355;Schiermonnikoogs Belang;2
Schouwen-Duiveland;G1676;10843;Leefbaar Schouwen-Duiveland;6
Schouwen-Duiveland;G1676;10843;CDA;3
Schouwen-Duiveland;G1676;10843;GROENLINKS;3
Schouwen-Duiveland;G1676;10843;Staatkundig Gereformeerde Partij (SGP);3
Schouwen-Duiveland;G1676;10843;VVD;3
Schouwen-Duiveland;G1676;10843;SP (Socialistische Partij);2
Schouwen-Duiveland;G1676;10843;ChristenUnie;1
Schouwen-Duiveland;G1676;10843;Democraten 66 (D66);1
Schouwen-Duiveland;G1676;10843;Partij van de Arbeid (P.v.d.A.);1
's-Gravenhage;G0518;11434;Groep de Mos / Hart voor Den Haag;8
's-Gravenhage;G0518;11434;VVD;7
's-Gravenhage;G0518;11434;Democraten 66 (D66);6
's-Gravenhage;G0518;11434;GROENLINKS;5
's-Gravenhage;G0518;11434;CDA;3
's-Gravenhage;G0518;11434;Haagse Stadspartij;3
's-Gravenhage;G0518;11434;Partij van de Arbeid (P.v.d.A.);3
's-Gravenhage;G0518;11434;Partij voor de Dieren;2
's-Gravenhage;G0518;11434;PVV (Partij voor de Vrijheid);2
's-Gravenhage;G0518;11434;50PLUS;1
's-Gravenhage;G0518;11434;ChristenUnie-SGP;1
's-Gravenhage;G0518;11434;Islam Democraten;1
's-Gravenhage;G0518;11434;NIDA;1
's-Gravenhage;G0518;11434;Partij van de Eenheid;1
's-Gravenhage;G0518;11434;SP (Socialistische Partij);1
's-Gravenhage;G0518;11434;Blanco lijst 14;
's-Gravenhage;G0518;11434;Bond voor Studenten Actie;
's-Gravenhage;G0518;11434;Dynamo Den Haag;
's-Gravenhage;G0518;11434;Haagse Toekomst;
's-Gravenhage;G0518;11434;Samen070;
's-Hertogenbosch;G0796;10054;Democraten 66 (D66);5
's-Hertogenbosch;G0796;10054;VVD;5
's-Hertogenbosch;G0796;10054;CDA;4
's-Hertogenbosch;G0796;10054;GROENLINKS;4
's-Hertogenbosch;G0796;10054;De Bossche Groenen;3
's-Hertogenbosch;G0796;10054;Partij van de Arbeid (P.v.d.A.);3
's-Hertogenbosch;G0796;10054;Rosmalens Belang;3
's-Hertogenbosch;G0796;10054;SP (Socialistische Partij);3
's-Hertogenbosch;G0796;10054;"Leefbaar 's-Hertogenbosch"  Paul Kagie;2
's-Hertogenbosch;G0796;10054;Bossche Volks Partij;2
's-Hertogenbosch;G0796;10054;RAADSGROEPERING '' BOSCH BELANG '';2
's-Hertogenbosch;G0796;10054;50PLUS;1
's-Hertogenbosch;G0796;10054;gewoon ge-DREVEN;1
's-Hertogenbosch;G0796;10054;PVV (Partij voor de Vrijheid);1
's-Hertogenbosch;G0796;10054;Buitengewoon Ongewoon;
's-Hertogenbosch;G0796;10054;KNILLIS;
's-Hertogenbosch;G0796;10054;Lokaal Liberaal 's-Hertogenbosch;
Simpelveld;G0965;10515;BurgerBelangen;4
Simpelveld;G0965;10515;CDA;3
Simpelveld;G0965;10515;Leefbaar Simpelveld;3
Simpelveld;G0965;10515;Lokaal Actief;3
Simpelveld;G0965;10515;SAMEN 1;2
Simpelveld;G0965;10515;Partij van de Arbeid (P.v.d.A.);
Sint Anthonis;G1702;11415;CDA;7
Sint Anthonis;G1702;11415;Sint Anthonis NU;6
Sint Anthonis;G1702;11415;VVD;2
Sint-Michielsgestel;G0845;10496;Plaatselijke Politieke Alliantie (PPA);7
Sint-Michielsgestel;G0845;10496;CDA;4
Sint-Michielsgestel;G0845;10496;DorpsGoed;3
Sint-Michielsgestel;G0845;10496;De Gestelse Coalitie;2
Sint-Michielsgestel;G0845;10496;VVD;2
Sint-Michielsgestel;G0845;10496;Democraten 66 (D66);1
Sint-Michielsgestel;G0845;10496;GROENLINKS;1
Sint-Michielsgestel;G0845;10496;Partij van de Arbeid (P.v.d.A.);1
Sittard-Geleen;G1883;11230;G.O.B.;9
Sittard-Geleen;G1883;11230;CDA;8
Sittard-Geleen;G1883;11230;GROENLINKS;4
Sittard-Geleen;G1883;11230;PVV (Partij voor de Vrijheid);3
Sittard-Geleen;G1883;11230;Stadspartij;3
Sittard-Geleen;G1883;11230;Democraten 66 (D66);2
Sittard-Geleen;G1883;11230;DNA Partij;2
Sittard-Geleen;G1883;11230;SP (Socialistische Partij);2
Sittard-Geleen;G1883;11230;50PLUS;1
Sittard-Geleen;G1883;11230;Partij van de Arbeid (P.v.d.A.);1
Sittard-Geleen;G1883;11230;Samen Politiek Actief (S.P.A.);1
